start,end,text,speaker,robot-guess,certainty,status,round,transaction unit,position,gold character,final guess,circle,robot_correct,tu relation,hum-selection
2024-10-11 18:37:37.626,2024-10-11 18:37:38.283,Spot 2 is an older gentleman with gray hair and he is wearing glasses. He is the only person here wearing glasses.,Human,2.0,0.7701178676257674,SUCCESS_HIGH,1.0,2.0,2.0,2.0,,inner,,answer-description,
2024-10-11 18:37:38.283,2024-10-11 18:37:38.284,"Oh, the man with glasses is in spot 3 for me. You can now fill in this position.",Robot,,,,1.0,2.0,2.0,2.0,2.0,inner,correct,ack-done,
2024-10-11 18:37:38.284,2024-10-11 18:37:46.151,And the one in spot 3?,Robot,,,,1.0,3.0,3.0,,,,,,
2024-10-11 18:37:46.151,2024-10-11 18:38:04.682,,,,,,1.0,,,,,,,,3.0
2024-10-11 18:38:04.682,2024-10-11 18:38:05.558,Spot 3 is a woman with short blond hair,Human,1.0,0.4844776002647383,SUCCESS_LOW,1.0,3.0,3.0,1.0,,inner,,answer-description,
2024-10-11 18:38:05.558,2024-10-11 18:38:10.593,the woman with bob?,Robot,,,,1.0,3.0,3.0,,,,,req-clar,
2024-10-11 18:38:10.593,2024-10-11 18:38:10.746,yes,Human,,,,1.0,3.0,3.0,,,,,answer,
2024-10-11 18:38:10.746,2024-10-11 18:38:10.747,For me the woman with bob is in spot 1. You can now fill in this position.,Robot,,,,1.0,3.0,3.0,1.0,1.0,inner,correct,ack-done,
2024-10-11 18:38:10.747,2024-10-11 18:38:18.245,"Okay, and the one in spot 4?",Robot,,,,1.0,4.0,4.0,,,,,,
2024-10-11 18:38:18.245,2024-10-11 18:38:36.613,,,,,,1.0,,,,,,,,1.0
2024-10-11 18:38:36.613,2024-10-11 18:38:37.561,Spot 4 is a young man with black hair and a 5 o'clock shadow.,Human,3.0,0.0751065090102248,MATCH_MULTIPLE,1.0,4.0,4.0,14.0,,outer,,answer-description,
2024-10-11 18:38:37.561,2024-10-11 18:38:43.878,the bald man?,Robot,,,,1.0,4.0,4.0,,,,,req-clar,
2024-10-11 18:38:43.878,2024-10-11 18:38:44.062,No,Human,0.0,1.0,NEG_RESPONSE,1.0,4.0,4.0,14.0,,outer,,clar-negative,
2024-10-11 18:38:44.062,2024-10-11 18:38:57.156,"Okay, can you describe it differently?",Robot,,,,1.0,4.0,4.0,,,,,req-clar,
2024-10-11 18:38:57.156,2024-10-11 18:38:57.896,"He has short dark hair, combed over",Human,14.0,0.2113080474582915,SUCCESS_LOW,1.0,4.0,4.0,14.0,,outer,,clar-repair,
2024-10-11 18:38:57.896,2024-10-11 18:39:02.331,the man with a slick back?,Robot,,,,1.0,4.0,4.0,,,,,req-clar,
2024-10-11 18:39:02.331,2024-10-11 18:39:02.394,yes,Human,,,,1.0,4.0,4.0,,,,,answer,
2024-10-11 18:39:02.394,2024-10-11 18:39:02.395,"Ah, the man with a slick back is also in spot 4 for me. You can now fill in this position. Keep it up!",Robot,,,,1.0,4.0,4.0,14.0,14.0,outer,correct,ack-done; encourage,
2024-10-11 18:39:02.395,2024-10-11 18:39:13.143,"Okay, and spot 5?",Robot,,,,1.0,5.0,5.0,,,,,,
2024-10-11 18:39:13.143,2024-10-11 18:39:13.902,spot 5 is a bald man,Human,3.0,0.3805698529779735,SUCCESS_LOW,1.0,5.0,5.0,3.0,,inner,,answer-description,
2024-10-11 18:39:13.902,2024-10-11 18:39:20.028,the bald man?,Robot,,,,1.0,5.0,5.0,,,,,req-clar,
2024-10-11 18:39:20.028,2024-10-11 18:39:20.100,"yes, the bald man",Human,,,,1.0,5.0,5.0,,,,,answer,
2024-10-11 18:39:20.100,2024-10-11 18:39:20.101,For me the bald man is in spot 2. You can now fill in this position.,Robot,,,,1.0,5.0,5.0,3.0,3.0,inner,correct,ack-done,
2024-10-11 18:39:20.101,2024-10-11 18:39:25.779,Okay. Let's move on to the next round.,Robot,,,,1.0,,,,,,,,
2024-10-11 18:39:25.779,2024-10-11 18:39:29.178,,,,,,1.0,,,,,,,,2.0
2024-10-11 18:39:29.178,2024-10-11 18:39:32.345,,,,,,1.0,,,,,,,,4.0
2024-10-11 18:39:32.345,2024-10-11 18:39:32.346,Let's continue!,Robot,,,,2.0,,,,,,,,
2024-10-11 18:39:32.346,2024-10-11 18:39:42.473,Who is in spot 1 for you?,Robot,,,,2.0,6.0,1.0,,,,,,
2024-10-11 18:39:42.473,2024-10-11 18:39:43.240,fat lady with wavy brown hair,Human,12.0,0.3541164852385165,SUCCESS_LOW,2.0,6.0,1.0,12.0,,outer,,answer-description,
2024-10-11 18:39:43.240,2024-10-11 18:39:47.542,the woman with dark hair?,Robot,,,,2.0,6.0,1.0,,,,,req-clar,
2024-10-11 18:39:47.542,2024-10-11 18:39:47.628,yes,Human,,,,2.0,6.0,1.0,,,,,answer,
2024-10-11 18:39:47.628,2024-10-11 18:39:47.629,"Oh, the woman with dark hair is in spot 4 for me. Keep it up!",Robot,,,,2.0,6.0,1.0,12.0,12.0,outer,correct,ack-done; encourage,
2024-10-11 18:39:47.629,2024-10-11 18:39:53.434,"Okay, and the one in spot 2?",Robot,,,,2.0,7.0,2.0,,,,,,
2024-10-11 18:39:53.434,2024-10-11 18:40:27.380,,,,,,2.0,,,,,,,,4.0
2024-10-11 18:40:27.380,2024-10-11 18:40:28.267,"bald man with gray facial hair, wearing a green jacket",Human,3.0,0.0020688653441883,MATCH_MULTIPLE,2.0,7.0,2.0,3.0,,inner,,answer-description,
2024-10-11 18:40:28.267,2024-10-11 18:40:34.291,the man with beard?,Robot,,,,2.0,7.0,2.0,,,,,req-clar,
2024-10-11 18:40:34.291,2024-10-11 18:40:34.542,yes,Human,3.0,1.0,SUCCESS_HIGH,2.0,7.0,2.0,3.0,,inner,,clar-repair,
2024-10-11 18:40:34.542,2024-10-11 18:40:34.543,For me the man with beard is in spot 1.,Robot,,,,2.0,7.0,2.0,3.0,3.0,inner,correct,ack-done,
2024-10-11 18:40:34.543,2024-10-11 18:40:40.957,"Okay, and the one in spot 3?",Robot,,,,2.0,8.0,3.0,,,,,,
2024-10-11 18:40:40.957,2024-10-11 18:41:01.105,,,,,,2.0,,,,,,,,1.0
2024-10-11 18:41:01.105,2024-10-11 18:41:02.029,lady with blond bob,Human,1.0,0.6468297810899708,SUCCESS_HIGH,2.0,8.0,3.0,1.0,,inner,,answer-description,
2024-10-11 18:41:02.029,2024-10-11 18:41:02.030,"Hey, the woman is also in that spot for me.",Robot,,,,2.0,8.0,3.0,1.0,1.0,inner,correct,ack-done,
2024-10-11 18:41:02.030,2024-10-11 18:41:25.190,"Okay, and the one in spot 4?",Robot,,,,2.0,9.0,4.0,,,,,,
2024-10-11 18:41:25.190,2024-10-11 18:41:29.296,,,,,,2.0,,,,,,,,3.0
2024-10-11 18:41:29.296,2024-10-11 18:41:30.070,man with glasses,Human,2.0,0.4024246552230791,SUCCESS_LOW,2.0,9.0,4.0,4.0,,outer,,answer-description,
2024-10-11 18:41:30.070,2024-10-11 18:41:42.149,the old man?,Robot,,,,2.0,9.0,4.0,,,,,req-clar,
2024-10-11 18:41:42.149,2024-10-11 18:41:42.182,younger man with glasses,Human,,,,2.0,9.0,4.0,,,,,answer,
2024-10-11 18:41:42.182,2024-10-11 18:41:50.268,"I'm sorry, I don't know whether you mean yes or no.",Robot,,,,2.0,9.0,4.0,,,,,req-clar,
2024-10-11 18:41:50.268,2024-10-11 18:41:50.529,"no, not the old man",Human,,,,2.0,9.0,4.0,,,,,clar-negative,
2024-10-11 18:41:50.529,2024-10-11 18:41:50.530,"Okay, let's try again.",Robot,,,,2.0,9.0,4.0,,,,,ack,
2024-10-11 18:41:50.530,2024-10-11 18:41:58.261,Who is in spot 4 for you?,Robot,,,,2.0,9.0,4.0,,,,,,
2024-10-11 18:41:58.261,2024-10-11 18:41:59.241,younger man with glasses,Human,4.0,0.3645083808154936,SUCCESS_LOW,2.0,9.0,4.0,4.0,,outer,,answer-description,
2024-10-11 18:41:59.241,2024-10-11 18:42:03.481,the man with curls?,Robot,,,,2.0,9.0,4.0,,,,,req-clar,
2024-10-11 18:42:03.481,2024-10-11 18:42:03.754,yes,Human,,,,2.0,9.0,4.0,,,,,answer,
2024-10-11 18:42:03.754,2024-10-11 18:42:03.755,"Oh, the man with curls is in spot 5 for me.",Robot,,,,2.0,9.0,4.0,4.0,4.0,outer,correct,ack-done,
2024-10-11 18:42:03.755,2024-10-11 18:42:11.235,"Okay, and spot 5?",Robot,,,,2.0,10.0,5.0,,,,,,
2024-10-11 18:42:11.235,2024-10-11 18:42:15.201,,,,,,2.0,,,,,,,,5.0
2024-10-11 18:42:15.201,2024-10-11 18:42:16.262,old man with glasses,Human,2.0,0.4747710329350931,SUCCESS_LOW,2.0,10.0,5.0,2.0,,inner,,answer-description,
2024-10-11 18:42:16.262,2024-10-11 18:42:20.017,the old man?,Robot,,,,2.0,10.0,5.0,,,,,req-clar,
2024-10-11 18:42:20.017,2024-10-11 18:42:20.091,yes,Human,,,,2.0,10.0,5.0,,,,,answer,
2024-10-11 18:42:20.091,2024-10-11 18:42:20.092,"Let's see, no, for me the old man is in spot 2.",Robot,,,,2.0,10.0,5.0,2.0,2.0,inner,correct,ack-done,
2024-10-11 18:42:20.092,2024-10-11 18:42:26.066,This round is finished. Please press the button to continue to the next one.,Robot,,,,2.0,,,,,,,,
2024-10-11 18:42:26.066,2024-10-11 18:42:27.744,,,,,,2.0,,,,,,,,2.0
2024-10-11 18:42:27.744,2024-10-11 18:42:27.745,Let's continue!,Robot,,,,3.0,,,,,,,,
2024-10-11 18:42:27.745,2024-10-11 18:42:45.058,Who is in spot 1 for you?,Robot,,,,3.0,11.0,1.0,,,,,,
2024-10-11 18:42:45.058,2024-10-11 18:42:46.054,old man with glasses,Human,2.0,0.3762209548428916,SUCCESS_LOW,3.0,11.0,1.0,2.0,,inner,,answer-description,
2024-10-11 18:42:46.054,2024-10-11 18:42:50.673,the man with grey hair?,Robot,,,,3.0,11.0,1.0,,,,,req-clar,
2024-10-11 18:42:50.673,2024-10-11 18:42:50.970,yes,Human,,,,3.0,11.0,1.0,,,,,answer,
2024-10-11 18:42:50.970,2024-10-11 18:42:50.971,"Let's see, no, for me the man with grey hair is in spot 2. Keep it up!",Robot,,,,3.0,11.0,1.0,2.0,2.0,inner,correct,ack-done; encourage,
2024-10-11 18:42:50.971,2024-10-11 18:42:58.723,"Okay, and spot 2?",Robot,,,,3.0,12.0,2.0,,,,,,
2024-10-11 18:42:58.723,2024-10-11 18:43:01.276,,,,,,3.0,,,,,,,,2.0
2024-10-11 18:43:01.276,2024-10-11 18:43:02.451,bald man,Human,3.0,0.6819382791105416,SUCCESS_HIGH,3.0,12.0,2.0,3.0,,inner,,answer-description,
2024-10-11 18:43:02.451,2024-10-11 18:43:02.452,For me the bald man is in spot 4.,Robot,,,,3.0,12.0,2.0,3.0,3.0,inner,correct,ack-done,
2024-10-11 18:43:02.452,2024-10-11 18:43:08.271,"Okay, and the one in spot 3?",Robot,,,,3.0,13.0,3.0,,,,,,
2024-10-11 18:43:08.271,2024-10-11 18:43:10.542,,,,,,3.0,,,,,,,,4.0
2024-10-11 18:43:10.542,2024-10-11 18:43:11.389,child,Human,8.0,1.0,SUCCESS_HIGH,3.0,13.0,3.0,8.0,,outer,,answer-description,
2024-10-11 18:43:11.389,2024-10-11 18:43:11.390,the child is also in that spot in my picture.,Robot,,,,3.0,13.0,3.0,8.0,8.0,outer,correct,ack-done,
2024-10-11 18:43:11.390,2024-10-11 18:43:19.324,And the figure in spot 4?,Robot,,,,3.0,14.0,4.0,,,,,,
2024-10-11 18:43:19.324,2024-10-11 18:43:25.272,,,,,,3.0,,,,,,,,3.0
2024-10-11 18:43:25.272,2024-10-11 18:43:26.142,old woman with short hair and glasses,Human,9.0,0.2517435009179496,SUCCESS_LOW,3.0,14.0,4.0,9.0,,outer,,answer-description,
2024-10-11 18:43:26.142,2024-10-11 18:43:30.233,the woman?,Robot,,,,3.0,14.0,4.0,,,,,req-clar,
2024-10-11 18:43:30.233,2024-10-11 18:43:30.405,ye,Human,,,,3.0,14.0,4.0,,,,,answer,
2024-10-11 18:43:30.405,2024-10-11 18:43:34.512,"I'm sorry, I don't know whether you mean yes or no.",Robot,,,,3.0,14.0,4.0,,,,,req-clar,
2024-10-11 18:43:34.512,2024-10-11 18:43:34.590,yes,Human,,,,3.0,14.0,4.0,,,,,answer,
2024-10-11 18:43:34.590,2024-10-11 18:43:34.591,"Let's see, no, for me the woman is in spot 1.",Robot,,,,3.0,14.0,4.0,9.0,9.0,outer,correct,ack-done,
2024-10-11 18:43:34.591,2024-10-11 18:43:43.676,"Okay, and the one in spot 5?",Robot,,,,3.0,15.0,5.0,,,,,,
2024-10-11 18:43:43.676,2024-10-11 18:43:49.869,,,,,,3.0,,,,,,,,1.0
2024-10-11 18:43:49.869,2024-10-11 18:43:50.830,young woman with blond bob,Human,1.0,0.5526999140316988,SUCCESS_LOW,3.0,15.0,5.0,1.0,,inner,,answer-description,
2024-10-11 18:43:50.830,2024-10-11 18:43:55.698,the woman with earrings?,Robot,,,,3.0,15.0,5.0,,,,,req-clar,
2024-10-11 18:43:55.698,2024-10-11 18:43:56.040,yes,Human,,,,3.0,15.0,5.0,,,,,answer,
2024-10-11 18:43:56.040,2024-10-11 18:43:56.041,"Hey, the woman with earrings is also in that spot for me.",Robot,,,,3.0,15.0,5.0,1.0,1.0,inner,correct,ack-done,
2024-10-11 18:43:56.041,2024-10-11 18:44:03.157,That was all of them. We can continue to the next round.,Robot,,,,3.0,,,,,,,,
2024-10-11 18:44:03.157,2024-10-11 18:44:05.020,,,,,,3.0,,,,,,,,5.0
2024-10-11 18:44:05.020,2024-10-11 18:44:05.021,Let's continue!,Robot,,,,4.0,,,,,,,,
2024-10-11 18:44:05.021,2024-10-11 18:44:11.356,Who is in spot 1 for you?,Robot,,,,4.0,16.0,1.0,,,,,,
2024-10-11 18:44:11.356,2024-10-11 18:44:12.461,old man with glasses,Human,2.0,0.4479877522434441,SUCCESS_LOW,4.0,16.0,1.0,2.0,,inner,,answer-description,
2024-10-11 18:44:12.461,2024-10-11 18:44:16.095,the glasses?,Robot,,,,4.0,16.0,1.0,,,,,req-clar,
2024-10-11 18:44:16.095,2024-10-11 18:44:16.177,yes,Human,,,,4.0,16.0,1.0,,,,,answer,
2024-10-11 18:44:16.177,2024-10-11 18:44:16.178,"Let's see, no, for me the glasses is in spot 2.",Robot,,,,4.0,16.0,1.0,2.0,2.0,inner,correct,ack-done,
2024-10-11 18:44:16.178,2024-10-11 18:44:32.314,And the one in spot 2?,Robot,,,,4.0,17.0,2.0,,,,,,
2024-10-11 18:44:32.314,2024-10-11 18:44:39.769,,,,,,4.0,,,,,,,,2.0
2024-10-11 18:44:39.769,2024-10-11 18:44:41.019,hispanic woman with dark hair,Human,15.0,0.0839931444896831,MATCH_MULTIPLE,4.0,17.0,2.0,6.0,,outer,,answer-description,
2024-10-11 18:44:41.019,2024-10-11 18:44:45.943,the man?,Robot,,,,4.0,17.0,2.0,,,,,req-clar,
2024-10-11 18:44:45.943,2024-10-11 18:44:46.878,the woman,Human,6.0,0.0013429901515611,MATCH_MULTIPLE,4.0,17.0,2.0,6.0,,outer,,clar-repair,
2024-10-11 18:44:46.878,2024-10-11 18:44:50.318,the woman with black hair?,Robot,,,,4.0,17.0,2.0,,,,,req-clar,
2024-10-11 18:44:50.318,2024-10-11 18:44:50.735,yes,Human,6.0,1.0,SUCCESS_HIGH,4.0,17.0,2.0,6.0,,outer,,clar-repair,
2024-10-11 18:44:50.735,2024-10-11 18:44:50.736,"Let's see, no, for me the woman with black hair is in spot 5.",Robot,,,,4.0,17.0,2.0,6.0,6.0,outer,correct,ack-done,
2024-10-11 18:44:50.736,2024-10-11 18:44:58.613,"Okay, let's move on to spot 3.",Robot,,,,4.0,18.0,3.0,,,,,,
2024-10-11 18:44:58.613,2024-10-11 18:45:01.071,,,,,,4.0,,,,,,,,5.0
2024-10-11 18:45:01.071,2024-10-11 18:45:02.397,bald man,Human,3.0,0.503703931566158,SUCCESS_LOW,4.0,18.0,3.0,3.0,,inner,,answer-description,
2024-10-11 18:45:02.397,2024-10-11 18:45:05.798,the man with beard?,Robot,,,,4.0,18.0,3.0,,,,,req-clar,
2024-10-11 18:45:05.798,2024-10-11 18:45:05.881,yes,Human,,,,4.0,18.0,3.0,,,,,answer,
2024-10-11 18:45:05.881,2024-10-11 18:45:05.882,"Let's see, no, for me the man with beard is in spot 1. Keep it up!",Robot,,,,4.0,18.0,3.0,3.0,3.0,inner,correct,ack-done; encourage,
2024-10-11 18:45:05.882,2024-10-11 18:45:12.233,And spot 4?,Robot,,,,4.0,19.0,4.0,,,,,,
2024-10-11 18:45:12.233,2024-10-11 18:45:24.485,,,,,,4.0,,,,,,,,1.0
2024-10-11 18:45:24.485,2024-10-11 18:45:25.429,"hispanic man with dark hair, young guy",Human,15.0,0.2877994141508221,SUCCESS_LOW,4.0,19.0,4.0,15.0,,outer,,answer-description,
2024-10-11 18:45:25.429,2024-10-11 18:45:31.222,the man with spiky hair?,Robot,,,,4.0,19.0,4.0,,,,,req-clar,
2024-10-11 18:45:31.222,2024-10-11 18:45:31.304,yes,Human,,,,4.0,19.0,4.0,,,,,answer,
2024-10-11 18:45:31.304,2024-10-11 18:45:31.305,"Hey, the man with spiky hair is also in that spot for me. Keep it up!",Robot,,,,4.0,19.0,4.0,15.0,15.0,outer,correct,ack-done; encourage,
2024-10-11 18:45:31.305,2024-10-11 18:45:38.970,"Okay, and the one in spot 5?",Robot,,,,4.0,20.0,5.0,,,,,,
2024-10-11 18:45:38.970,2024-10-11 18:45:47.514,,,,,,4.0,,,,,,,,4.0
2024-10-11 18:45:47.514,2024-10-11 18:45:48.569,young woman with blond bob and earrings,Human,1.0,0.7254583224382741,SUCCESS_HIGH,4.0,20.0,5.0,1.0,,inner,,answer-description,
2024-10-11 18:45:48.569,2024-10-11 18:45:48.570,For me the blond bob is in spot 3.,Robot,,,,4.0,20.0,5.0,1.0,1.0,inner,correct,ack-done,
2024-10-11 18:45:48.570,2024-10-11 18:45:55.056,Okay. Let's move on to the next round.,Robot,,,,4.0,,,,,,,,
2024-10-11 18:45:55.056,2024-10-11 18:45:56.939,,,,,,4.0,,,,,,,,3.0
2024-10-11 18:45:56.939,2024-10-11 18:45:56.940,Let's continue!,Robot,,,,5.0,,,,,,,,
2024-10-11 18:45:56.940,2024-10-11 18:46:51.535,Who is in spot 1 for you?,Robot,,,,5.0,21.0,1.0,,,,,,
2024-10-11 18:46:51.535,2024-10-11 18:46:52.542,old man with glasses,Human,2.0,0.3042275880627913,SUCCESS_LOW,5.0,21.0,1.0,2.0,,inner,,answer-description,
2024-10-11 18:46:52.542,2024-10-11 18:46:56.214,the glasses?,Robot,,,,5.0,21.0,1.0,,,,,req-clar,
2024-10-11 18:46:56.214,2024-10-11 18:46:56.282,yes,Human,,,,5.0,21.0,1.0,,,,,answer,
2024-10-11 18:46:56.282,2024-10-11 18:46:56.283,For me the glasses is in spot 2.,Robot,,,,5.0,21.0,1.0,2.0,2.0,inner,correct,ack-done,
2024-10-11 18:46:56.283,2024-10-11 18:47:04.335,"Okay, and the one in spot 2?",Robot,,,,5.0,22.0,2.0,,,,,,
2024-10-11 18:47:04.335,2024-10-11 18:47:10.146,,,,,,5.0,,,,,,,,2.0
2024-10-11 18:47:10.146,2024-10-11 18:47:11.409,lady with long hair and glasses,Human,11.0,0.4002007506969387,SUCCESS_LOW,5.0,22.0,2.0,11.0,,outer,,answer-description,
2024-10-11 18:47:11.409,2024-10-11 18:47:15.618,the woman with dark hair?,Robot,,,,5.0,22.0,2.0,,,,,req-clar,
2024-10-11 18:47:15.618,2024-10-11 18:47:15.890,yes,Human,,,,5.0,22.0,2.0,,,,,answer,
2024-10-11 18:47:15.890,2024-10-11 18:47:15.891,"Oh, the woman with dark hair is in spot 3 for me. It's going well!",Robot,,,,5.0,22.0,2.0,11.0,11.0,outer,correct,ack-done; encourage,
2024-10-11 18:47:15.891,2024-10-11 18:47:21.781,And the one in spot 3?,Robot,,,,5.0,23.0,3.0,,,,,,
2024-10-11 18:47:21.781,2024-10-11 18:47:26.693,,,,,,5.0,,,,,,,,3.0
2024-10-11 18:47:26.693,2024-10-11 18:47:28.003,young man with curly hair,Human,3.0,0.0312093584399895,SUCCESS_LOW,5.0,23.0,3.0,36.0,,outer,,answer-description,
2024-10-11 18:47:28.003,2024-10-11 18:47:31.287,the bald man?,Robot,,,,5.0,23.0,3.0,,,,,req-clar,
2024-10-11 18:47:31.287,2024-10-11 18:47:31.362,no,Human,,,,5.0,23.0,3.0,,,,,clar-negative,
2024-10-11 18:47:31.362,2024-10-11 18:47:31.363,"Okay, let's try again.",Robot,,,,5.0,23.0,3.0,,,,,ack,
2024-10-11 18:47:31.363,2024-10-11 18:47:38.864,Who is in spot 3 for you?,Robot,,,,5.0,23.0,3.0,,,,,,
2024-10-11 18:47:38.864,2024-10-11 18:47:40.368,young man with brown hair,Human,36.0,0.2116775855080458,SUCCESS_LOW,5.0,23.0,3.0,36.0,,outer,,answer-description,
2024-10-11 18:47:40.368,2024-10-11 18:47:43.702,the man with curls?,Robot,,,,5.0,23.0,3.0,,,,,req-clar,
2024-10-11 18:47:43.702,2024-10-11 18:47:43.779,yes,Human,,,,5.0,23.0,3.0,,,,,answer,
2024-10-11 18:47:43.779,2024-10-11 18:47:43.780,"Let's see, no, for me the man with curls is in spot 1. Keep it up!",Robot,,,,5.0,23.0,3.0,36.0,36.0,outer,correct,ack-done; encourage,
2024-10-11 18:47:43.780,2024-10-11 18:47:51.282,"Okay, and spot 4?",Robot,,,,5.0,24.0,4.0,,,,,,
2024-10-11 18:47:51.282,2024-10-11 18:47:58.766,,,,,,5.0,,,,,,,,1.0
2024-10-11 18:47:58.766,2024-10-11 18:48:00.266,blond bob and earrings,Human,1.0,0.7871588860071232,SUCCESS_HIGH,5.0,24.0,4.0,1.0,,inner,,answer-description,
2024-10-11 18:48:00.266,2024-10-11 18:48:00.267,For me the blond bob and earrings is in spot 5.,Robot,,,,5.0,24.0,4.0,1.0,1.0,inner,correct,ack-done,
2024-10-11 18:48:00.267,2024-10-11 18:48:06.134,And spot 5?,Robot,,,,5.0,25.0,5.0,,,,,,
2024-10-11 18:48:06.134,2024-10-11 18:48:11.388,,,,,,5.0,,,,,,,,5.0
2024-10-11 18:48:11.388,2024-10-11 18:48:12.755,bald man with beard,Human,3.0,0.4568470339856951,SUCCESS_LOW,5.0,25.0,5.0,3.0,,inner,,answer-description,
2024-10-11 18:48:12.755,2024-10-11 18:48:16.158,the man with beard?,Robot,,,,5.0,25.0,5.0,,,,,req-clar,
2024-10-11 18:48:16.158,2024-10-11 18:48:16.189,ye,Human,,,,5.0,25.0,5.0,,,,,answer,
2024-10-11 18:48:16.189,2024-10-11 18:48:19.103,"I'm sorry, I don't know whether you mean yes or no.",Robot,,,,5.0,25.0,5.0,,,,,req-clar,
2024-10-11 18:48:19.103,2024-10-11 18:48:19.312,yes,Human,,,,5.0,25.0,5.0,,,,,answer,
2024-10-11 18:48:19.312,2024-10-11 18:48:19.313,For me the man with beard is in spot 4.,Robot,,,,5.0,25.0,5.0,3.0,3.0,inner,correct,ack-done,
2024-10-11 18:48:19.313,2024-10-11 18:48:24.904,That was all of them. We can continue to the next round.,Robot,,,,5.0,,,,,,,,
2024-10-11 18:48:24.904,2024-10-11 18:48:26.411,,,,,,5.0,,,,,,,,4.0
2024-10-11 18:48:26.411,2024-10-11 18:48:26.412,Let's continue!,Robot,,,,6.0,,,,,,,,
2024-10-11 18:48:26.412,2024-10-11 18:48:33.836,Who is in spot 1 for you?,Robot,,,,6.0,26.0,1.0,,,,,,
2024-10-11 18:48:33.836,2024-10-11 18:48:35.262,wavy blond hair,Human,7.0,0.0293545373851694,MATCH_MULTIPLE,6.0,26.0,1.0,7.0,,outer,,answer-description,
2024-10-11 18:48:35.262,2024-10-11 18:48:38.285,the woman with long hair?,Robot,,,,6.0,26.0,1.0,,,,,req-clar,
2024-10-11 18:48:38.285,2024-10-11 18:48:38.385,yes,Human,7.0,1.0,SUCCESS_HIGH,6.0,26.0,1.0,7.0,,outer,,clar-repair,
2024-10-11 18:48:38.385,2024-10-11 18:48:38.386,For me the woman with long hair is in spot 4. Keep it up!,Robot,,,,6.0,26.0,1.0,7.0,7.0,outer,correct,ack-done; encourage,
2024-10-11 18:48:38.386,2024-10-11 18:48:44.812,"Okay, and spot 2?",Robot,,,,6.0,27.0,2.0,,,,,,
2024-10-11 18:48:44.812,2024-10-11 18:48:48.778,,,,,,6.0,,,,,,,,4.0
2024-10-11 18:48:48.778,2024-10-11 18:48:50.036,bald man with beard,Human,3.0,0.2699559344667097,SUCCESS_LOW,6.0,27.0,2.0,3.0,,inner,,answer-description,
2024-10-11 18:48:50.036,2024-10-11 18:48:53.395,the bald man?,Robot,,,,6.0,27.0,2.0,,,,,req-clar,
2024-10-11 18:48:53.395,2024-10-11 18:48:53.470,yes,Human,,,,6.0,27.0,2.0,,,,,answer,
2024-10-11 18:48:53.470,2024-10-11 18:48:53.471,"Ah, the bald man is in the same spot in my picture. Keep it up!",Robot,,,,6.0,27.0,2.0,3.0,3.0,inner,correct,ack-done; encourage,
